Prompt,Completion
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Kenji: Kenji tells you about his growing interest in his teacher and how he carried out his plan to slowly woe her, starting with the confirmed private lessons he was going to get at her home. Location: School Afternoon Action: You interact with Kenji","Kenji Tomochika: Minato, my teacher's birthday is coming up, I'm planning to surprise her with a gift. Do you want to help me pick it out?"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Kenji: Kenji tells you about his growing interest in his teacher and how he carried out his plan to slowly woe her, starting with the confirmed private lessons he was going to get at her home. Location: School Afternoon Action: You interact with Kenji","Kenji Tomochika: I think I'm starting to understand my teacher better, Minato. Our private lessons have brought us closer."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Kenji: Kenji tells you about his growing interest in his teacher and how he carried out his plan to slowly woe her, starting with the confirmed private lessons he was going to get at her home. Location: School Afternoon Action: You interact with Kenji","Kenji Tomochika: Minato, I never thought I'd say this to anyone, but I feel like I can tell you anything. It's scary, you know, putting yourself out there, but thanks to you, I feel more confident in pursuing my feelings for her. {Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Kenji: Kenji tells you about his growing interest in his teacher and how he carried out his plan to slowly woe her, starting with the confirmed private lessons he was going to get at her home. Location: School Rooftop Afternoon Action: You interact with Kenji","Kenji Tomochika: Minato, I never thought I'd find someone I could trust as much as you. You've made me realize that it's important to be true to myself and to be honest with others. Thanks for always being there for me, buddy. {Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Library Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: Minato, I appreciate your dedication to the student council. Your hard work has not gone unnoticed. It's been a pleasure working with you. {Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Courtyard Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: I've noticed that you have a strong sense of responsibility, Minato. It's rare to find someone with such qualities. I look forward to getting to know you better. {Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Hallway Morning Action: You interact with Mitsuru","Mitsuru Kirijo: Good morning, Minato. Make sure to stay focused in class today."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Library Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: Studying is important, but remember to take breaks when necessary."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Student Council Room Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: I'm glad to see you taking an active role in the student council, Minato."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Rooftop Lunchtime Action: You interact with Mitsuru","Mitsuru Kirijo: It's a nice day today, isn't it? It's important to enjoy moments like this."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Courtyard Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: Keep up the good work, Minato. Your efforts are appreciated."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Hallway Evening Action: You interact with Mitsuru","Mitsuru Kirijo: It's getting late, Minato. Make sure you get enough rest tonight."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Library Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: Are you finding the resources you need, Minato? Don't hesitate to ask for help."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Cafeteria Lunchtime Action: You interact with Mitsuru","Mitsuru Kirijo: Eating well is crucial for maintaining focus and energy, Minato. Choose wisely."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Hallway Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: Have you joined any clubs, Minato? They can be a great way to build connections."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Courtyard Afternoon Action: You interact with Mitsuru","Mitsuru Kirijo: Remember to stay on top of your responsibilities, Minato. It's crucial for success."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Rooftop Lunchtime Action: You interact with Mitsuru","Mitsuru Kirijo: Sometimes, it's important to take a moment for yourself and relax."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Library Evening Action: You interact with Mitsuru","Mitsuru Kirijo: Late-night studying can be productive, but don't forget to rest, Minato."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Hey, Minato. It's nice to see a familiar face here at the shrine."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: The evening is so peaceful here, don't you think?"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Sometimes I find solace in spending time at the shrine. It helps clear my mind."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Morning Action: You interact with Akinari","Akinari Kamiki: Good morning, Minato. It's quite refreshing to start the day here, isn't it?"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Have you ever tried writing your wishes on an ema? It can be quite therapeutic."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: It's getting late, Minato. I hope you have a good night."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I've been reading a book lately that has really resonated with me. Have you read anything interesting recently?"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Morning Action: You interact with Akinari","Akinari Kamiki: Do you have any plans for the day, Minato? I hope it's a fulfilling one for you."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I've been thinking about what it means to truly connect with others. It's an interesting concept, don't you think?"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: I've always found the sound of the wind rustling through the trees here soothing. It's the simple things in life that can bring us peace."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I appreciate the time we spend together, Minato. It's nice to have someone to talk to."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Morning Action: You interact with Akinari","Akinari Kamiki: I feel like I learn something new every day, Minato. It's a great feeling."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Sometimes, I come here to write in my journal. It helps me process my thoughts and emotions."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: Good evening, Minato. How has your day been?"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I believe that every person we meet in our lives has a purpose, even if it's just for a brief moment. It's fascinating to think about."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Minato, I had a dream last night. In it, I was healthy and free from my illness. It was such a beautiful feeling. I know it was just a dream, but it gave me a glimpse of hope. Thank you for being here with me and helping me find that hope within myself.{Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: Minato, I've been writing a story to help me process my thoughts and feelings about my illness. It's a bit rough, but I wanted to share it with you. I hope you don't mind. As I read it to you, I see your genuine interest and understanding. It means a lot to me that you're willing to hear my story.{Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I've been thinking about the main character of my story lately. They're facing their own struggles, just like me. It's therapeutic to write about it."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: Sometimes, I come here to watch the sunset. It's a beautiful sight and reminds me of the fleeting nature of life."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I've been reading some books about people who overcame adversity. It gives me hope that I can find a way to make the most of my remaining time."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: I heard there's a rare flower that only blooms during the Dark Hour. I wonder if it's true. It's fascinating how mysterious the world can be."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Do you ever think about the afterlife, Minato? I wonder what it's like. I hope it's a peaceful place."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: Minato, do you have any favorite authors or books? I'm always looking for new things to read."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I've been trying to focus on the positive things in my life. Like the friendships I've made and the beautiful moments I've experienced."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: Sometimes, I write letters to myself, imagining what I would say to my younger self if I could go back in time. It helps me reflect on my life."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Minato, have you ever thought about what you want to accomplish in life? I've been thinking about that a lot lately."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: I like to listen to the sounds of nature when I'm here at the shrine. It's soothing and helps me clear my mind."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I'm grateful for the time I have left, and I want to use it wisely. Thanks for being a part of my journey, Minato."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: The stars are beautiful tonight, don't you think? They remind me that even in the darkest times, there's still light."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: Minato, do you have any hobbies or passions? I'd love to learn more about you."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: I wrote a new chapter for my story today. I'm excited about where it's going."

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: I had a dream last night, Minato. I saw myself standing on a beautiful, serene shore. I felt at peace, knowing that my time was near. It made me realize that even though my life has been full of pain and struggles, I've also had some beautiful experiences, like our friendship. Thank you for being there for me, Minato. {Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before Location: Naganaki Shrine Afternoon Action: You interact with Akinari","Akinari Kamiki: I've decided to dedicate a chapter of my book to our friendship, Minato. You've helped me see the beauty in life, even during the darkest times. Your unwavering support and understanding have given me hope and strength. I can't thank you enough for that. {Social Link Rank Up}"

"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=3,Keisuke Hiraga=0,Akinari Kamiki=1,Kazushi Miyamoto=3,Yuko Nishiwaki=0, Akinari: He opened up to you about the book he is writting and he wishes you to read it and about how he felt when he was not feeling sick before  Location: Naganaki Shrine Evening Action: You interact with Akinari","Akinari Kamiki: Minato, I want to share something with you. I've been working on a poem about my feelings, and I think it's time to let someone else read it. It's about coming to terms with my illness and finding the strength to keep going. I hope it can inspire others who are facing challenges in their lives. Thank you for helping me find the courage to share my story. {Social Link Rank Up to 2}"



"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=7,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=1,Yuko Nishiwaki=0 Location: Dormitory Lounge Night Action: You interact with Junpei","Junpei Iori: Man, I can't believe how late it is. Time flies when you're having fun, huh?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=2,Yuko Nishiwaki=0,Kazushi Miyamoto: He hurt his knee while running against you and declared his purpose to defeat you in a race. (declared you his rival)  {Social Link Rank Up!} ,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Classroom Afternoon Action: You Initiate conversation with Kenji","Kenji: Heym what's up? I'm headin' home right now. What're you doin'?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=2,Yuko Nishiwaki=0,Kazushi Miyamoto: He hurt his knee while running against you and declared his purpose to defeat you in a race. (declared you his rival)  {Social Link Rank Up!} ,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Classroom Afternoon Action: You Initiate conversation with Kenji Kenji: Heym what's up? I'm headin' home right now. What're you doin'? You: Nothing much, let's go.","Kenji: Cool. Let's go somewhere then."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=2,Yuko Nishiwaki=0,Kazushi Miyamoto: He hurt his knee while running against you and declared his purpose to defeat you in a race. (declared you his rival)  {Social Link Rank Up!} ,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Ramen Shop Action: You eat noodles with Kenhi and make conversation","Kenji: Hey, dude your dorm is co-ed right? \n So, can you, like, go into Yukari-san's room and stuff?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=2,Yuko Nishiwaki=0,Kazushi Miyamoto: He hurt his knee while running against you and declared his purpose to defeat you in a race. (declared you his rival)  {Social Link Rank Up!} ,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Ramen Shop Action: You eat noodles with Kenhi and make conversation Kenji: Hey, dude your dorm is co-ed right? \n So, can you, like, go into Yukari-san's room and stuff?\n You: That's a secret","Kenji: Whaddaya mean it's a secret? Are you trying to say there's nothing going on between you two? \n Well, I'm not intrerested in girls her age, anyway. \n When it comes to women, I like them to be older than me. What about you?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=1,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=2,Yuko Nishiwaki=0,Kazushi Miyamoto: He hurt his knee while running against you and declared his purpose to defeat you in a race. (declared you his rival)  {Social Link Rank Up!} ,Kenji Tomochika: You go out with Kenji and talk about his love of cloths.{Social Link Rank Up} Location: Ramen Shop Action: You eat noodles with Kenhi and make conversation Kenji: Hey, dude your dorm is co-ed right? \n So, can you, like, go into Yukari-san's room and stuff?\n You: That's a secret Kenji: Whaddaya mean it's a secret? Are you trying to say there's nothing going on between you two? \n Well, I'm not intrerested in girls her age, anyway. \n When it comes to women, I like them to be older than me. What about you? You: I like them all.","Kenji: No way! Really? So you dont discriminate, huh? That's awesome. Good for you, man."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: School Outside Classroom in Corridor Action: Meet Kenji","Kenji: Hey Minato! \n You doing anything after school?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: School Outside Classroom in Corridor Action: Meet Kenji Kenji: Hey Minato! \n You doing anything after school? You: Not really.","Oh... \n Well, if you're looking for something to do, come talk to me, man. I'll be at my desk. \n Well, I guess I should go study... \n NOT! Who needs to study, right? Hahahaha... {nervous}"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: School Outside Classroom in Corridor during Lunch Break Action: Meet Kazushi","Kazushi: Su'p Minato. \n Wanna go for a jog before lunch is over!?"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: School Outside Classroom in Corridor during Lunch Break Action: Meet Kazushi Kazushi: Su'p Minato. \n Wanna go for a jog before lunch is over!? You: Sure.","Kazushi: Seriously!? ...Lemme go get ready! Wait a minute, we don't have enough time! \n I guess I'll save my energy for practice. You're comin', right? See ya there!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: Classroom Action: Intiate conversation with Kazushi Kazushi:S'up, Minato! \n You goin' to practice today? \n You: Sure.","Kazushi: Yeah, it takes dedication... But, no one's more dedicated than me! Well, let's go!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=0,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=0,Yuko Nishiwaki=0, Kazushi Miyamoto: You met and befreinded him in the track team.{Social Link Rank Up} Location: Track Field after run Action: Intiate conversation with Kazushi","Kazushi: M-My side is killing me..."
